name,address1,address2,town,postcode,access_notes,general_notes,url,lat,lng,phone,fax,text_phone
71 Northgate,Wakefield,,,WF1 3BS,,,http://www.wakefield.gov.uk/CommunityAndLiving/Registrars/default.htm,53.68494530248971,-1.5005014466656204,,,
Civic Centre,Victoria Road,Hartlepool,,TS24 8AY,,,http://www.hartlepool.gov.uk/registeroffice/,54.68578198437893,-1.2140052061396014,,,
Town Hall,Middlesbrough,,,TS1 2QQ,,,http://www.middlesbrough.gov.uk/theme/middlesbrough/ccm/navigation/community-and-living/life-events/,54.57585239593553,-1.2449418872182394,,,
88 Westgate,Guisborough,,,TS14 6AP,,,http://www.redcar-cleveland.gov.uk/main.nsf/Web+Full+List/83B0816617AEFD7580257059004CABE2?OpenDocument,54.53452458536341,-1.0571765492109566,,,
Balaclava Street,Stockton-on-Tees,,,TS18 2AL,,,http://www.stockton.gov.uk/citizenservices/registeroffice/,54.56873141720364,-1.317026723037611,,,
Backhouse Hall,Bull Wynd,Darlington,,DL1 5RG,,,http://www.darlington.gov.uk/Legal+Services/Register+Office/Register+Office.htm,54.523637392393574,-1.5547817665014492,,,
Town Hall,Heath Road,Runcorn,,WA7 5TN,,,http://www2.halton.gov.uk/content/communityandliving/lifeevents/registration/?a=5441,53.333784148501486,-2.7232934540753417,,,
Museum Street,Warrington,,,WA1 1JX,,,http://www.warrington.gov.uk/Adviceandbenefits/Communityadvice/registrars.aspx,53.386518812073184,-2.598838108811902,,,
King George's Hall,Northgate,Blackburn,,BB2 1AA,,,http://www.blackburn.gov.uk/server.php?show=ConWebDoc.13973,53.74982981481925,-2.4861354876884447,,,
South King Street,Blackpool,,,FY1 4AX,,,http://www.blackpool.gov.uk/CommunityandLiving/,53.8158653174734,-3.0470729842954265,,,
181  191 George Street,Hull,,,HU1 3BY,,,"http://www.hullcc.gov.uk/portal/page?_pageid=221,52464&_dad=portal&_schema=PORTAL",53.74775235158129,-0.33198043423271995,,,
