id,bsf_scheme_id,bsf_business_type_id
4120,672,4
4121,672,5
4122,677,6
4123,677,1
4124,677,2
4125,677,3
4126,677,4
4127,675,1
4128,675,2
4129,675,3
4130,684,1
4131,684,2
4132,684,3
4133,684,5
4134,647,6
4135,647,1
4136,647,2
4137,647,3
4138,678,1
4139,678,2
4140,678,3
4141,678,4
4142,678,5
4143,680,6
4144,680,1
4145,680,2
4146,680,3
4147,682,6
4148,682,1
4149,682,2
4150,682,3
4151,682,4
4152,676,1
4153,676,2
4154,676,3
4155,676,4
4156,676,5
4157,679,1
4158,679,2
4159,679,3
4160,663,1
4161,663,2
4162,663,3
4163,663,4
4164,668,1
4165,668,2
4166,668,3
4167,674,1
4168,674,2
4169,674,3
4170,670,1
4171,670,2
4172,670,3
4173,683,4
4174,683,5
4175,673,1
4176,673,2
4177,673,3
4178,671,1
4179,671,2
4180,671,3
4181,692,6
4182,692,1
4183,692,2
4184,692,3
4185,699,4
4186,699,5
4187,686,2
4188,686,3
4189,686,4
4190,702,1
4191,702,2
4192,702,3
4193,702,4
4194,693,1
4195,693,2
4196,693,3
4197,698,1
4198,698,2
4199,698,3
4200,698,4
4201,698,5
4202,707,6
4203,707,1
4204,707,2
4205,707,3
4206,710,6
4207,710,1
4208,710,2
4209,710,3
4210,691,6
4211,691,1
4212,691,3
4213,690,6
4214,705,1
4215,705,2
4216,705,3
4217,705,4
4218,706,1
4219,706,2
4220,706,3
4221,688,4
4222,687,1
4223,687,2
4224,687,3
4225,687,4
4226,695,6
4227,695,4
4228,697,4
4229,697,5
4230,689,1
4231,689,2
4232,689,3
4233,692,6
4234,692,1
4235,692,2
4236,692,3
4237,699,4
4238,699,5
4239,686,2
4240,686,3
4241,686,4
4242,702,1
4243,702,2
4244,702,3
4245,702,4
4246,693,1
4247,693,2
4248,693,3
4249,698,1
4250,698,2
4251,698,3
4252,698,4
4253,698,5
4254,707,6
4255,707,1
4256,707,2
4257,707,3
4258,710,6
4259,710,1
4260,710,2
4261,710,3
4262,691,6
4263,691,1
4264,691,3
4265,690,6
4266,705,1
4267,705,2
4268,705,3
4269,705,4
4270,706,1
4271,706,2
4272,706,3
4273,688,4
4274,687,1
4275,687,2
4276,687,3
4277,687,4
4278,695,6
4279,695,4
4280,697,4
4281,697,5
4282,689,1
4283,689,2
4284,689,3
4285,728,1
4286,728,2
4287,728,3
4288,728,4
4289,721,6
4290,721,1
4291,721,2
4292,721,3
4293,721,4
4294,717,6
4295,717,1
4296,717,2
4297,717,3
4298,717,4
4299,716,6
4300,716,1
4301,716,2
4302,716,3
4303,716,4
4304,715,6
4305,715,1
4306,715,3
4307,715,4
4308,727,6
4309,730,6
4310,730,1
4311,730,2
4312,730,3
4313,730,4
4314,733,6
4315,733,1
4316,733,2
4317,733,3
4318,733,4
4319,714,6
4320,714,1
4321,714,2
4322,714,3
4323,714,4
4324,726,6
4325,726,1
4326,726,2
4327,726,3
4328,726,4
4329,734,1
4330,734,2
4331,734,3
4332,734,4
4333,732,1
4334,732,2
4335,732,3
4336,731,6
4337,713,4
4338,712,1
4339,712,2
4340,712,3
4341,712,4
4342,711,6
4343,722,1
4344,722,2
4345,722,3
4346,722,4
4347,723,1
4348,723,2
4349,723,3
4350,724,1
4351,724,2
4352,724,3
4353,724,4
4354,725,1
4355,725,2
4356,725,3
4357,725,4
4358,725,5
4359,718,6
4360,718,1
4361,718,2
4362,718,3
4363,718,4
4364,719,6
4365,719,1
4366,719,2
4367,719,3
4368,719,4
4369,720,1
4370,720,2
4371,720,3
4372,720,4
4373,728,1
4374,728,2
4375,728,3
4376,728,4
4377,721,6
4378,721,1
4379,721,2
4380,721,3
4381,721,4
4382,717,6
4383,717,1
4384,717,2
4385,717,3
4386,717,4
4387,716,6
4388,716,1
4389,716,2
4390,716,3
4391,716,4
4392,715,6
4393,715,1
4394,715,3
4395,715,4
4396,727,6
4397,730,6
4398,730,1
4399,730,2
4400,730,3
4401,730,4
4402,733,6
4403,733,1
4404,733,2
4405,733,3
4406,733,4
4407,714,6
4408,714,1
4409,714,2
4410,714,3
4411,714,4
4412,726,6
4413,726,1
4414,726,2
4415,726,3
4416,726,4
4417,734,1
4418,734,2
4419,734,3
4420,734,4
4421,732,1
4422,732,2
4423,732,3
4424,731,6
4425,713,4
4426,712,1
4427,712,2
4428,712,3
4429,712,4
4430,711,6
4431,722,1
4432,722,2
4433,722,3
4434,722,4
4435,723,1
4436,723,2
4437,723,3
4438,724,1
4439,724,2
4440,724,3
4441,724,4
4442,725,1
4443,725,2
4444,725,3
4445,725,4
4446,725,5
4447,718,6
4448,718,1
4449,718,2
4450,718,3
4451,718,4
4452,719,6
4453,719,1
4454,719,2
4455,719,3
4456,719,4
4457,720,1
4458,720,2
4459,720,3
4460,720,4
4461,749,1
4462,749,2
4463,749,3
4464,749,4
4465,747,1
4466,747,2
4467,747,3
4468,747,4
4469,747,5
4470,757,6
4471,757,1
4472,757,2
4473,757,3
4474,757,4
4475,757,5
4476,758,6
4477,758,1
4478,758,2
4479,758,3
4480,758,4
4481,742,6
4482,742,1
4483,742,4
4484,742,5
4485,755,1
4486,743,6
4487,743,1
4488,743,4
4489,750,6
4490,750,1
4491,750,2
4492,750,3
4493,750,4
4494,754,1
4495,754,2
4496,754,3
4497,754,4
4498,739,1
4499,739,2
4500,739,3
4501,735,1
4502,735,2
4503,735,3
4504,741,6
4505,741,1
4506,741,2
4507,741,3
4508,741,4
4509,741,5
4510,760,6
4511,760,1
4512,760,2
4513,760,3
4514,760,4
4515,744,1
4516,744,2
4517,744,3
4518,745,1
4519,745,2
4520,745,3
4521,745,4
4522,746,1
4523,746,2
4524,746,3
4525,740,1
4526,740,2
4527,740,3
4528,740,4
4529,740,5
4530,737,1
4531,737,2
4532,737,3
4533,737,4
4534,738,1
4535,738,2
4536,738,3
4537,738,4
4538,751,6
4539,751,1
4540,751,2
4541,751,3
4542,751,4
4543,751,5
4544,752,6
4545,752,1
4546,752,2
4547,752,3
4548,752,4
4549,752,5
4550,753,6
4551,753,1
4552,753,2
4553,753,3
4554,753,4
4555,753,5
4556,749,1
4557,749,2
4558,749,3
4559,749,4
4560,747,1
4561,747,2
4562,747,3
4563,747,4
4564,747,5
4565,757,6
4566,757,1
4567,757,2
4568,757,3
4569,757,4
4570,757,5
4571,758,6
4572,758,1
4573,758,2
4574,758,3
4575,758,4
4576,742,6
4577,742,1
4578,742,4
4579,742,5
4580,755,1
4581,743,6
4582,743,1
4583,743,4
4584,750,6
4585,750,1
4586,750,2
4587,750,3
4588,750,4
4589,754,1
4590,754,2
4591,754,3
4592,754,4
4593,739,1
4594,739,2
4595,739,3
4596,735,1
4597,735,2
4598,735,3
4599,741,6
4600,741,1
4601,741,2
4602,741,3
4603,741,4
4604,741,5
4605,760,6
4606,760,1
4607,760,2
4608,760,3
4609,760,4
4610,744,1
4611,744,2
4612,744,3
4613,745,1
4614,745,2
4615,745,3
4616,745,4
4617,746,1
4618,746,2
4619,746,3
4620,740,1
4621,740,2
4622,740,3
4623,740,4
4624,740,5
4625,737,1
4626,737,2
4627,737,3
4628,737,4
4629,738,1
4630,738,2
4631,738,3
4632,738,4
4633,751,6
4634,751,1
4635,751,2
4636,751,3
4637,751,4
4638,751,5
4639,752,6
4640,752,1
4641,752,2
4642,752,3
4643,752,4
4644,752,5
4645,753,6
4646,753,1
4647,753,2
4648,753,3
4649,753,4
4650,753,5
4651,769,6
4652,769,1
4653,769,2
4654,769,3
4655,769,4
4656,769,5
4657,768,6
4658,768,1
4659,768,4
4660,767,6
4661,767,1
4662,767,2
4663,767,3
4664,767,4
4665,767,5
4666,766,6
4667,766,1
4668,766,2
4669,766,3
4670,766,4
4671,766,5
4672,773,6
4673,773,1
4674,773,2
4675,773,3
4676,773,4
4677,776,6
4678,776,1
4679,776,3
4680,774,1
4681,774,2
4682,774,3
4683,770,6
4684,770,3
4685,770,4
4686,781,6
4687,781,1
4688,781,2
4689,781,3
4690,781,4
4691,781,5
4692,778,6
4693,778,1
4694,778,3
4695,778,4
4696,785,1
4697,785,2
4698,785,3
4699,775,6
4700,775,1
4701,775,2
4702,775,3
4703,775,4
4704,775,5
4705,782,1
4706,782,2
4707,782,3
4708,782,4
4709,780,6
4710,780,1
4711,780,2
4712,780,3
4713,780,4
4714,780,5
4715,779,6
4716,779,1
4717,779,2
4718,779,3
4719,779,4
4720,779,5
4721,764,4
4722,771,6
4723,771,1
4724,771,2
4725,771,3
4726,771,4
4727,771,5
4728,777,6
4729,777,1
4730,777,2
4731,777,3
4732,777,4
4733,777,5
4734,769,6
4735,769,1
4736,769,2
4737,769,3
4738,769,4
4739,769,5
4740,768,6
4741,768,1
4742,768,4
4743,767,6
4744,767,1
4745,767,2
4746,767,3
4747,767,4
4748,767,5
4749,766,6
4750,766,1
4751,766,2
4752,766,3
4753,766,4
4754,766,5
4755,773,6
4756,773,1
4757,773,2
4758,773,3
4759,773,4
4760,776,6
4761,776,1
4762,776,3
4763,774,1
4764,774,2
4765,774,3
4766,770,6
4767,770,3
4768,770,4
4769,781,6
4770,781,1
4771,781,2
4772,781,3
4773,781,4
4774,781,5
4775,778,6
4776,778,1
4777,778,3
4778,778,4
4779,785,1
4780,785,2
4781,785,3
4782,775,6
4783,775,1
4784,775,2
4785,775,3
4786,775,4
4787,775,5
4788,782,1
4789,782,2
4790,782,3
4791,782,4
4792,780,6
4793,780,1
4794,780,2
4795,780,3
4796,780,4
4797,780,5
4798,779,6
4799,779,1
4800,779,2
4801,779,3
4802,779,4
4803,779,5
4804,764,4
4805,771,6
4806,771,1
4807,771,2
4808,771,3
4809,771,4
4810,771,5
4811,777,6
4812,777,1
4813,777,2
4814,777,3
4815,777,4
4816,777,5
4817,794,6
4818,794,1
4819,794,2
4820,794,3
4821,794,4
4822,794,5
4823,806,6
4824,806,1
4825,806,2
4826,806,3
4827,806,4
4828,806,5
4829,807,6
4830,807,1
4831,807,2
4832,807,3
4833,807,4
4834,807,5
4835,810,1
4836,810,3
4837,809,6
4838,809,1
4839,809,2
4840,809,3
4841,809,4
4842,809,5
4843,790,6
4844,790,1
4845,790,2
4846,790,3
4847,790,4
4848,790,5
4849,798,6
4850,798,1
4851,798,2
4852,798,3
4853,798,4
4854,798,5
4855,791,6
4856,791,1
4857,791,2
4858,791,3
4859,791,4
4860,791,5
4861,796,6
4862,796,1
4863,796,2
4864,796,3
4865,796,4
4866,796,5
4867,788,6
4868,788,1
4869,788,2
4870,788,3
4871,788,4
4872,788,5
4873,787,6
4874,787,1
4875,787,2
4876,787,3
4877,787,4
4878,787,5
4879,792,6
4880,792,1
4881,792,2
4882,792,3
4883,792,4
4884,792,5
4885,804,6
4886,804,1
4887,804,2
4888,804,3
4889,804,4
4890,800,6
4891,800,1
4892,800,2
4893,800,3
4894,800,4
4895,800,5
4896,789,6
4897,789,1
4898,789,2
4899,789,3
4900,789,4
4901,789,5
4902,785,6
4903,808,6
4904,808,1
4905,808,2
4906,808,3
4907,808,4
4908,808,5
4909,797,6
4910,797,1
4911,797,2
4912,797,3
4913,797,4
4914,797,5
4915,786,6
4916,786,1
4917,786,2
4918,786,3
4919,803,6
4920,803,1
4921,803,2
4922,803,3
4923,803,4
4924,802,6
4925,802,1
4926,802,2
4927,802,3
4928,802,4
4929,805,6
4930,805,1
4931,805,2
4932,805,3
4933,805,4
4934,805,5
4935,799,6
4936,799,1
4937,799,2
4938,799,3
4939,799,4
4940,799,5
4941,794,6
4942,794,1
4943,794,2
4944,794,3
4945,794,4
4946,794,5
4947,806,6
4948,806,1
4949,806,2
4950,806,3
4951,806,4
4952,806,5
4953,807,6
4954,807,1
4955,807,2
4956,807,3
4957,807,4
4958,807,5
4959,810,1
4960,810,3
4961,809,6
4962,809,1
4963,809,2
4964,809,3
4965,809,4
4966,809,5
4967,790,6
4968,790,1
4969,790,2
4970,790,3
4971,790,4
4972,790,5
4973,798,6
4974,798,1
4975,798,2
4976,798,3
4977,798,4
4978,798,5
4979,791,6
4980,791,1
4981,791,2
4982,791,3
4983,791,4
4984,791,5
4985,796,6
4986,796,1
4987,796,2
4988,796,3
4989,796,4
4990,796,5
4991,788,6
4992,788,1
4993,788,2
4994,788,3
4995,788,4
4996,788,5
4997,787,6
4998,787,1
4999,787,2
5000,787,3
5001,787,4
5002,787,5
5003,792,6
5004,792,1
5005,792,2
5006,792,3
5007,792,4
5008,792,5
5009,804,6
5010,804,1
5011,804,2
5012,804,3
5013,804,4
5014,800,6
5015,800,1
5016,800,2
5017,800,3
5018,800,4
5019,800,5
5020,789,6
5021,789,1
5022,789,2
5023,789,3
5024,789,4
5025,789,5
5026,785,6
5027,808,6
5028,808,1
5029,808,2
5030,808,3
5031,808,4
5032,808,5
5033,797,6
5034,797,1
5035,797,2
5036,797,3
5037,797,4
5038,797,5
5039,786,6
5040,786,1
5041,786,2
5042,786,3
5043,803,6
5044,803,1
5045,803,2
5046,803,3
5047,803,4
5048,802,6
5049,802,1
5050,802,2
5051,802,3
5052,802,4
5053,805,6
5054,805,1
5055,805,2
5056,805,3
5057,805,4
5058,805,5
5059,799,6
5060,799,1
5061,799,2
5062,799,3
5063,799,4
5064,799,5
5065,830,6
5066,830,1
5067,830,2
5068,830,3
5069,830,4
5070,810,6
5071,810,4
5072,810,5
5073,816,6
5074,816,1
5075,816,4
5076,816,5
5077,828,6
5078,828,1
5079,828,3
5080,828,4
5081,828,5
5082,811,6
5083,811,1
5084,811,2
5085,811,3
5086,811,4
5087,811,5
5088,818,6
5089,818,1
5090,818,3
5091,818,4
5092,818,5
5093,812,6
5094,812,1
5095,812,3
5096,812,4
5097,812,5
5098,813,6
5099,813,1
5100,813,2
5101,813,3
5102,813,4
5103,813,5
5104,827,4
5105,827,5
5106,817,6
5107,817,1
5108,817,3
5109,819,6
5110,819,1
5111,819,2
5112,819,3
5113,819,4
5114,819,5
5115,826,6
5116,826,1
5117,826,3
5118,826,4
5119,815,6
5120,815,1
5121,815,2
5122,815,3
5123,829,6
5124,829,1
5125,829,2
5126,829,3
5127,829,4
5128,829,5
5129,834,1
5130,834,2
5131,831,6
5132,831,1
5133,831,2
5134,831,3
5135,831,4
5136,831,5
5137,814,1
5138,814,2
5139,814,3
5140,814,4
5141,814,5
5142,830,6
5143,830,1
5144,830,2
5145,830,3
5146,830,4
5147,810,6
5148,810,4
5149,810,5
5150,816,6
5151,816,1
5152,816,4
5153,816,5
5154,828,6
5155,828,1
5156,828,3
5157,828,4
5158,828,5
5159,811,6
5160,811,1
5161,811,2
5162,811,3
5163,811,4
5164,811,5
5165,818,6
5166,818,1
5167,818,3
5168,818,4
5169,818,5
5170,812,6
5171,812,1
5172,812,3
5173,812,4
5174,812,5
5175,813,6
5176,813,1
5177,813,2
5178,813,3
5179,813,4
5180,813,5
5181,827,4
5182,827,5
5183,817,6
5184,817,1
5185,817,3
5186,819,6
5187,819,1
5188,819,2
5189,819,3
5190,819,4
5191,819,5
5192,826,6
5193,826,1
5194,826,3
5195,826,4
5196,815,6
5197,815,1
5198,815,2
5199,815,3
5200,829,6
5201,829,1
5202,829,2
5203,829,3
5204,829,4
5205,829,5
5206,834,1
5207,834,2
5208,831,6
5209,831,1
5210,831,2
5211,831,3
5212,831,4
5213,831,5
5214,814,1
5215,814,2
5216,814,3
5217,814,4
5218,814,5
5219,837,1
5220,837,4
5221,837,5
5222,838,1
5223,842,6
5224,842,1
5225,842,2
5226,842,3
5227,842,4
5228,842,5
5229,839,6
5230,839,1
5231,839,2
5232,839,3
5233,844,6
5234,844,1
5235,844,4
5236,852,6
5237,848,6
5238,848,1
5239,848,2
5240,848,3
5241,848,4
5242,850,6
5243,850,1
5244,850,3
5245,851,6
5246,851,1
5247,851,3
5248,847,6
5249,847,1
5250,847,2
5251,847,3
5252,847,4
5253,847,5
5254,853,1
5255,853,2
5256,854,6
5257,854,1
5258,854,2
5259,854,3
5260,854,4
5261,855,6
5262,855,1
5263,855,2
5264,855,3
5265,856,6
5266,856,1
5267,856,2
5268,856,3
5269,856,4
5270,856,5
5271,857,6
5272,857,1
5273,857,2
5274,857,3
5275,857,4
5276,858,1
5277,845,1
5278,846,6
5279,846,1
5280,846,3
5281,836,6
5282,836,1
5283,836,2
5284,836,3
5285,836,4
5286,836,5
5287,835,6
5288,835,1
5289,835,2
5290,835,3
5291,835,4
5292,835,5
5293,834,6
5294,834,3
5295,834,4
5296,834,5
5297,837,1
5298,837,4
5299,837,5
5300,838,1
5301,842,6
5302,842,1
5303,842,2
5304,842,3
5305,842,4
5306,842,5
5307,839,6
5308,839,1
5309,839,2
5310,839,3
5311,844,6
5312,844,1
5313,844,4
5314,852,6
5315,848,6
5316,848,1
5317,848,2
5318,848,3
5319,848,4
5320,850,6
5321,850,1
5322,850,3
5323,851,6
5324,851,1
5325,851,3
5326,847,6
5327,847,1
5328,847,2
5329,847,3
5330,847,4
5331,847,5
5332,853,1
5333,853,2
5334,854,6
5335,854,1
5336,854,2
5337,854,3
5338,854,4
5339,855,6
5340,855,1
5341,855,2
5342,855,3
5343,856,6
5344,856,1
5345,856,2
5346,856,3
5347,856,4
5348,856,5
5349,857,6
5350,857,1
5351,857,2
5352,857,3
5353,857,4
5354,858,1
5355,845,1
5356,846,6
5357,846,1
5358,846,3
5359,836,6
5360,836,1
5361,836,2
5362,836,3
5363,836,4
5364,836,5
5365,835,6
5366,835,1
5367,835,2
5368,835,3
5369,835,4
5370,835,5
5371,834,6
5372,834,3
5373,834,4
5374,834,5
5375,859,6
5376,859,1
5377,859,2
5378,859,3
5379,861,6
5380,861,1
5381,861,2
5382,861,3
5383,861,4
5384,863,6
5385,863,1
5386,863,2
5387,863,3
5388,863,4
5389,863,5
5390,864,6
5391,864,1
5392,864,2
5393,864,3
5394,864,4
5395,864,5
5396,866,6
5397,866,1
5398,866,2
5399,866,3
5400,866,4
5401,866,5
5402,867,6
5403,867,1
5404,867,3
5405,868,6
5406,868,1
5407,868,2
5408,868,3
5409,868,4
5410,868,5
5411,869,6
5412,869,1
5413,869,2
5414,869,3
5415,869,4
5416,870,6
5417,870,1
5418,870,2
5419,870,3
5420,870,4
5421,870,5
5422,871,6
5423,871,1
5424,871,2
5425,871,3
5426,872,6
5427,872,1
5428,872,2
5429,872,3
5430,873,1
5431,873,2
5432,874,1
5433,874,2
5434,874,3
5435,874,4
5436,875,1
5437,875,2
5438,875,3
5439,875,4
5440,876,6
5441,876,1
5442,876,2
5443,876,3
5444,876,4
5445,876,5
5446,877,1
5447,877,2
5448,877,3
5449,879,6
5450,879,1
5451,879,3
5452,879,4
5453,858,6
5454,858,2
5455,858,3
5456,858,4
5457,880,6
5458,880,1
5459,880,3
5460,880,4
5461,880,5
5462,881,6
5463,881,1
5464,881,3
5465,881,4
5466,878,6
5467,878,1
5468,878,2
5469,878,3
5470,878,4
5471,878,5
5472,859,6
5473,859,1
5474,859,2
5475,859,3
5476,861,6
5477,861,1
5478,861,2
5479,861,3
5480,861,4
5481,863,6
5482,863,1
5483,863,2
5484,863,3
5485,863,4
5486,863,5
5487,864,6
5488,864,1
5489,864,2
5490,864,3
5491,864,4
5492,864,5
5493,866,6
5494,866,1
5495,866,2
5496,866,3
5497,866,4
5498,866,5
5499,867,6
5500,867,1
5501,867,3
5502,868,6
5503,868,1
5504,868,2
5505,868,3
5506,868,4
5507,868,5
5508,869,6
5509,869,1
5510,869,2
5511,869,3
5512,869,4
5513,870,6
5514,870,1
5515,870,2
5516,870,3
5517,870,4
5518,870,5
5519,871,6
5520,871,1
5521,871,2
5522,871,3
5523,872,6
5524,872,1
5525,872,2
5526,872,3
5527,873,1
5528,873,2
5529,874,1
5530,874,2
5531,874,3
5532,874,4
5533,875,1
5534,875,2
5535,875,3
5536,875,4
5537,876,6
5538,876,1
5539,876,2
5540,876,3
5541,876,4
5542,876,5
5543,877,1
5544,877,2
5545,877,3
5546,879,6
5547,879,1
5548,879,3
5549,879,4
5550,858,6
5551,858,2
5552,858,3
5553,858,4
5554,880,6
5555,880,1
5556,880,3
5557,880,4
5558,880,5
5559,881,6
5560,881,1
5561,881,3
5562,881,4
5563,878,6
5564,878,1
5565,878,2
5566,878,3
5567,878,4
5568,878,5
5569,882,6
5570,882,1
5571,882,3
5572,882,5
5573,885,6
5574,885,1
5575,885,2
5576,885,3
5577,886,6
5578,886,1
5579,886,2
5580,886,3
5581,886,4
5582,886,5
5583,887,6
5584,887,1
5585,887,2
5586,887,3
5587,887,4
5588,887,5
5589,888,6
5590,888,1
5591,888,2
5592,888,3
5593,889,6
5594,889,1
5595,889,2
5596,889,3
5597,889,4
5598,889,5
5599,890,6
5600,890,1
5601,890,2
5602,890,3
5603,892,6
5604,892,1
5605,892,2
5606,892,3
5607,893,6
5608,893,1
5609,893,4
5610,895,1
5611,895,2
5612,895,3
5613,895,4
5614,896,1
5615,896,2
5616,896,3
5617,897,6
5618,897,1
5619,897,2
5620,897,3
5621,897,4
5622,898,6
5623,898,1
5624,898,2
5625,898,3
5626,898,4
5627,899,6
5628,899,1
5629,899,2
5630,899,3
5631,899,4
5632,900,6
5633,900,1
5634,900,2
5635,900,3
5636,900,4
5637,901,1
5638,901,2
5639,901,4
5640,894,1
5641,894,2
5642,894,3
5643,894,4
5644,902,1
5645,902,2
5646,902,3
5647,902,4
5648,903,1
5649,903,2
5650,903,3
5651,903,4
5652,903,5
5653,904,6
5654,904,1
5655,904,3
5656,904,4
5657,891,6
5658,891,1
5659,891,2
5660,891,3
5661,891,4
5662,891,5
5663,905,6
5664,905,1
5665,905,2
5666,905,3
5667,905,4
5668,905,5
5669,882,6
5670,882,1
5671,882,3
5672,882,5
5673,885,6
5674,885,1
5675,885,2
5676,885,3
5677,886,6
5678,886,1
5679,886,2
5680,886,3
5681,886,4
5682,886,5
5683,887,6
5684,887,1
5685,887,2
5686,887,3
5687,887,4
5688,887,5
5689,888,6
5690,888,1
5691,888,2
5692,888,3
5693,889,6
5694,889,1
5695,889,2
5696,889,3
5697,889,4
5698,889,5
5699,890,6
5700,890,1
5701,890,2
5702,890,3
5703,892,6
5704,892,1
5705,892,2
5706,892,3
5707,893,6
5708,893,1
5709,893,4
5710,895,1
5711,895,2
5712,895,3
5713,895,4
5714,896,1
5715,896,2
5716,896,3
5717,897,6
5718,897,1
5719,897,2
5720,897,3
5721,897,4
5722,898,6
5723,898,1
5724,898,2
5725,898,3
5726,898,4
5727,899,6
5728,899,1
5729,899,2
5730,899,3
5731,899,4
5732,900,6
5733,900,1
5734,900,2
5735,900,3
5736,900,4
5737,901,1
5738,901,2
5739,901,4
5740,894,1
5741,894,2
5742,894,3
5743,894,4
5744,902,1
5745,902,2
5746,902,3
5747,902,4
5748,903,1
5749,903,2
5750,903,3
5751,903,4
5752,903,5
5753,904,6
5754,904,1
5755,904,3
5756,904,4
5757,891,6
5758,891,1
5759,891,2
5760,891,3
5761,891,4
5762,891,5
5763,905,6
5764,905,1
5765,905,2
5766,905,3
5767,905,4
5768,905,5
5769,907,6
5770,907,1
5771,907,2
5772,907,3
5773,907,4
5774,907,5
5775,1024,6
5776,1024,1
5777,1024,2
5778,1024,3
5779,1024,4
5780,1024,5
5781,1025,6
5782,1025,1
5783,1025,3
5784,1025,4
5785,907,6
5786,907,1
5787,907,2
5788,907,3
5789,907,4
5790,907,5
5791,1024,6
5792,1024,1
5793,1024,2
5794,1024,3
5795,1024,4
5796,1024,5
5797,1025,6
5798,1025,1
5799,1025,3
5800,1025,4
