id,bsf_scheme_id,bsf_location_id
339,152,2
340,173,2
341,173,1
342,173,4
343,173,3
344,175,1
345,151,2
346,150,2
347,149,2
348,160,2
349,167,2
350,145,2
351,147,2
352,170,2
353,170,1
354,170,4
355,170,3
356,155,2
357,161,2
358,165,2
359,164,2
360,162,2
361,166,2
362,163,2
363,174,1
364,171,1
365,177,1
366,144,4
367,146,2
368,154,2
369,153,2
370,172,2
371,172,1
372,172,4
373,172,3
374,159,2
375,158,2
376,157,2
377,156,2
378,169,1
379,148,2
380,176,1
381,168,2
382,168,1
383,168,4
384,168,3
385,152,2
386,173,2
387,173,1
388,173,4
389,173,3
390,175,1
391,151,2
392,150,2
393,149,2
394,160,2
395,167,2
396,145,2
397,147,2
398,170,2
399,170,1
400,170,4
401,170,3
402,155,2
403,161,2
404,165,2
405,164,2
406,162,2
407,166,2
408,163,2
409,174,1
410,171,1
411,177,1
412,144,4
413,146,2
414,154,2
415,153,2
416,172,2
417,172,1
418,172,4
419,172,3
420,159,2
421,158,2
422,157,2
423,156,2
424,169,1
425,148,2
426,176,1
427,168,2
428,168,1
429,168,4
430,168,3
431,184,1
432,198,3
433,188,1
434,178,1
435,203,2
436,203,1
437,203,4
438,203,3
439,210,2
440,210,1
441,210,4
442,210,3
443,209,2
444,209,1
445,209,4
446,209,3
447,211,2
448,211,1
449,207,1
450,197,2
451,201,2
452,206,1
453,179,1
454,187,1
455,200,2
456,200,1
457,200,4
458,200,3
459,205,2
460,183,1
461,199,3
462,186,1
463,189,1
464,196,1
465,194,1
466,195,1
467,190,1
468,208,2
469,185,1
470,191,1
471,192,2
472,192,1
473,192,4
474,192,3
475,202,2
476,202,1
477,202,4
478,202,3
479,204,2
480,182,1
481,180,1
482,193,1
483,181,1
484,184,1
485,198,3
486,188,1
487,178,1
488,203,2
489,203,1
490,203,4
491,203,3
492,210,2
493,210,1
494,210,4
495,210,3
496,209,2
497,209,1
498,209,4
499,209,3
500,211,2
501,211,1
502,207,1
503,197,2
504,201,2
505,206,1
506,179,1
507,187,1
508,200,2
509,200,1
510,200,4
511,200,3
512,205,2
513,183,1
514,199,3
515,186,1
516,189,1
517,196,1
518,194,1
519,195,1
520,190,1
521,208,2
522,185,1
523,191,1
524,192,2
525,192,1
526,192,4
527,192,3
528,202,2
529,202,1
530,202,4
531,202,3
532,204,2
533,182,1
534,180,1
535,193,1
536,181,1
537,226,2
538,231,4
539,212,2
540,212,1
541,212,4
542,212,3
543,211,4
544,211,3
545,242,2
546,225,4
547,213,2
548,213,1
549,213,4
550,213,3
551,217,2
552,216,2
553,216,1
554,216,4
555,216,3
556,219,2
557,220,2
558,232,2
559,235,2
560,221,2
561,246,2
562,246,1
563,246,4
564,246,3
565,245,2
566,228,3
567,224,1
568,239,1
569,233,4
570,234,4
571,244,2
572,223,2
573,229,2
574,227,1
575,222,2
576,241,1
577,238,2
578,243,2
579,243,1
580,243,4
581,243,3
582,240,2
583,218,2
584,215,2
585,230,4
586,214,2
587,214,1
588,214,4
589,214,3
590,226,2
591,231,4
592,212,2
593,212,1
594,212,4
595,212,3
596,211,4
597,211,3
598,242,2
599,225,4
600,213,2
601,213,1
602,213,4
603,213,3
604,217,2
605,216,2
606,216,1
607,216,4
608,216,3
609,219,2
610,220,2
611,232,2
612,235,2
613,221,2
614,246,2
615,246,1
616,246,4
617,246,3
618,245,2
619,228,3
620,224,1
621,239,1
622,233,4
623,234,4
624,244,2
625,223,2
626,229,2
627,227,1
628,222,2
629,241,1
630,238,2
631,243,2
632,243,1
633,243,4
634,243,3
635,240,2
636,218,2
637,215,2
638,230,4
639,214,2
640,214,1
641,214,4
642,214,3
643,272,1
644,258,2
645,258,1
646,258,4
647,258,3
648,257,2
649,257,1
650,257,4
651,257,3
652,256,2
653,255,2
654,253,2
655,252,2
656,266,2
657,270,2
658,264,2
659,264,1
660,264,4
661,264,3
662,265,2
663,276,2
664,276,1
665,276,4
666,276,3
667,279,4
668,278,4
669,250,2
670,251,2
671,251,1
672,251,4
673,251,3
674,259,2
675,269,2
676,268,2
677,267,2
678,262,1
679,248,1
680,274,1
681,273,1
682,271,1
683,261,4
684,254,2
685,275,2
686,275,1
687,275,3
688,249,4
689,247,2
690,247,4
691,247,3
692,277,2
693,277,1
694,277,4
695,277,3
696,260,2
697,263,2
698,263,1
699,263,4
700,263,3
701,272,1
702,258,2
703,258,1
704,258,4
705,258,3
706,257,2
707,257,1
708,257,4
709,257,3
710,256,2
711,255,2
712,253,2
713,252,2
714,266,2
715,270,2
716,264,2
717,264,1
718,264,4
719,264,3
720,265,2
721,276,2
722,276,1
723,276,4
724,276,3
725,279,4
726,278,4
727,250,2
728,251,2
729,251,1
730,251,4
731,251,3
732,259,2
733,269,2
734,268,2
735,267,2
736,262,1
737,248,1
738,274,1
739,273,1
740,271,1
741,261,4
742,254,2
743,275,2
744,275,1
745,275,3
746,249,4
747,247,2
748,247,4
749,247,3
750,277,2
751,277,1
752,277,4
753,277,3
754,260,2
755,263,2
756,263,1
757,263,4
758,263,3
759,293,2
760,293,1
761,293,4
762,293,3
763,280,2
764,281,2
765,296,4
766,288,4
767,298,4
768,302,1
769,299,2
770,299,1
771,299,4
772,299,3
773,311,1
774,287,4
775,305,2
776,305,1
777,305,4
778,305,3
779,303,4
780,292,2
781,285,2
782,291,4
783,306,1
784,283,2
785,284,2
786,289,2
787,286,4
788,282,3
789,308,1
790,300,2
791,297,2
792,297,1
793,297,4
794,297,3
795,290,2
796,290,1
797,290,4
798,290,3
799,313,2
800,301,2
801,301,1
802,301,4
803,301,3
804,295,4
805,307,3
806,310,2
807,310,1
808,310,4
809,310,3
810,312,2
811,312,1
812,312,4
813,312,3
814,294,4
815,309,4
816,304,4
817,293,2
818,293,1
819,293,4
820,293,3
821,280,2
822,281,2
823,296,4
824,288,4
825,298,4
826,302,1
827,299,2
828,299,1
829,299,4
830,299,3
831,311,1
832,287,4
833,305,2
834,305,1
835,305,4
836,305,3
837,303,4
838,292,2
839,285,2
840,291,4
841,306,1
842,283,2
843,284,2
844,289,2
845,286,4
846,282,3
847,308,1
848,300,2
849,297,2
850,297,1
851,297,4
852,297,3
853,290,2
854,290,1
855,290,4
856,290,3
857,313,2
858,301,2
859,301,1
860,301,4
861,301,3
862,295,4
863,307,3
864,310,2
865,310,1
866,310,4
867,310,3
868,312,2
869,312,1
870,312,4
871,312,3
872,294,4
873,309,4
874,304,4
875,332,4
876,333,4
877,334,4
878,320,4
879,316,4
880,328,1
881,323,4
882,321,4
883,339,4
884,337,4
885,338,4
886,318,4
887,325,4
888,336,4
889,330,1
890,329,1
891,342,1
892,340,4
893,324,2
894,317,2
895,326,2
896,314,2
897,315,2
898,322,4
899,346,3
900,331,4
901,343,4
902,345,3
903,344,3
904,319,4
905,335,4
906,327,2
907,341,4
908,332,4
909,333,4
910,334,4
911,320,4
912,316,4
913,328,1
914,323,4
915,321,4
916,339,4
917,337,4
918,338,4
919,318,4
920,325,4
921,336,4
922,330,1
923,329,1
924,342,1
925,340,4
926,324,2
927,317,2
928,326,2
929,314,2
930,315,2
931,322,4
932,346,3
933,331,4
934,343,4
935,345,3
936,344,3
937,319,4
938,335,4
939,327,2
940,341,4
941,370,2
942,372,4
943,381,3
944,350,3
945,360,4
946,361,4
947,359,4
948,377,3
949,357,4
950,356,4
951,375,4
952,358,4
953,383,3
954,376,3
955,355,3
956,374,3
957,373,3
958,371,3
959,354,1
960,366,4
961,378,3
962,352,3
963,351,3
964,382,3
965,353,3
966,362,3
967,380,3
968,368,3
969,364,4
970,365,4
971,363,4
972,367,4
973,369,3
974,370,2
975,372,4
976,381,3
977,350,3
978,360,4
979,361,4
980,359,4
981,377,3
982,357,4
983,356,4
984,375,4
985,358,4
986,383,3
987,376,3
988,355,3
989,374,3
990,373,3
991,371,3
992,354,1
993,366,4
994,378,3
995,352,3
996,351,3
997,382,3
998,353,3
999,362,3
1000,380,3
1001,368,3
1002,364,4
1003,365,4
1004,363,4
1005,367,4
1006,369,3
1007,403,2
1008,405,3
1009,388,4
1010,389,4
1011,392,4
1012,384,4
1013,386,4
1014,387,4
1015,391,4
1016,390,4
1017,385,4
1018,394,3
1019,413,3
1020,412,3
1021,399,4
1022,398,2
1023,398,1
1024,398,4
1025,398,3
1026,410,3
1027,409,1
1028,419,1
1029,417,3
1030,406,3
1031,402,2
1032,400,3
1033,411,3
1034,401,3
1035,414,2
1036,415,2
1037,415,4
1038,415,3
1039,408,2
1040,404,2
1041,407,2
1042,395,2
1043,395,1
1044,395,4
1045,395,3
1046,416,2
1047,416,4
1048,416,3
1049,393,3
1050,418,1
1051,403,2
1052,405,3
1053,388,4
1054,389,4
1055,392,4
1056,384,4
1057,386,4
1058,387,4
1059,391,4
1060,390,4
1061,385,4
1062,394,3
1063,413,3
1064,412,3
1065,399,4
1066,398,2
1067,398,1
1068,398,4
1069,398,3
1070,410,3
1071,409,1
1072,419,1
1073,417,3
1074,406,3
1075,402,2
1076,400,3
1077,411,3
1078,401,3
1079,414,2
1080,415,2
1081,415,4
1082,415,3
1083,408,2
1084,404,2
1085,407,2
1086,395,2
1087,395,1
1088,395,4
1089,395,3
1090,416,2
1091,416,4
1092,416,3
1093,393,3
1094,418,1
1095,432,4
1096,431,4
1097,430,4
1098,452,2
1099,435,3
1100,440,2
1101,451,2
1102,423,2
1103,433,4
1104,445,2
1105,443,2
1106,429,4
1107,442,2
1108,446,2
1109,444,2
1110,453,2
1111,455,2
1112,454,2
1113,436,3
1114,420,3
1115,439,2
1116,439,1
1117,439,4
1118,439,3
1119,421,1
1120,456,2
1121,449,2
1122,450,2
1123,427,3
1124,441,2
1125,441,1
1126,441,4
1127,441,3
1128,447,2
1129,437,4
1130,434,2
1131,424,4
1132,448,2
1133,426,1
1134,432,4
1135,431,4
1136,430,4
1137,452,2
1138,435,3
1139,440,2
1140,451,2
1141,423,2
1142,433,4
1143,445,2
1144,443,2
1145,429,4
1146,442,2
1147,446,2
1148,444,2
1149,453,2
1150,455,2
1151,454,2
1152,436,3
1153,420,3
1154,439,2
1155,439,1
1156,439,4
1157,439,3
1158,421,1
1159,456,2
1160,449,2
1161,450,2
1162,427,3
1163,441,2
1164,441,1
1165,441,4
1166,441,3
1167,447,2
1168,437,4
1169,434,2
1170,424,4
1171,448,2
1172,426,1
1173,484,2
1174,484,1
1175,484,4
1176,484,3
1177,483,2
1178,482,2
1179,480,2
1180,479,2
1181,474,2
1182,488,2
1183,481,2
1184,458,2
1185,463,2
1186,462,2
1187,465,2
1188,466,2
1189,468,2
1190,469,2
1191,467,2
1192,470,2
1193,472,2
1194,489,2
1195,486,2
1196,487,2
1197,485,2
1198,471,2
1199,464,2
1200,457,2
1201,459,2
1202,461,2
1203,460,2
1204,473,2
1205,478,2
1206,475,2
1207,490,2
1208,477,2
1209,476,2
1210,484,2
1211,484,1
1212,484,4
1213,484,3
1214,483,2
1215,482,2
1216,480,2
1217,479,2
1218,474,2
1219,488,2
1220,481,2
1221,458,2
1222,463,2
1223,462,2
1224,465,2
1225,466,2
1226,468,2
1227,469,2
1228,467,2
1229,470,2
1230,472,2
1231,489,2
1232,486,2
1233,487,2
1234,485,2
1235,471,2
1236,464,2
1237,457,2
1238,459,2
1239,461,2
1240,460,2
1241,473,2
1242,478,2
1243,475,2
1244,490,2
1245,477,2
1246,476,2
1247,514,1
1248,493,2
1249,502,3
1250,507,3
1251,492,4
1252,506,3
1253,511,4
1254,518,2
1255,522,2
1256,520,2
1257,521,2
1258,496,4
1259,516,2
1260,500,3
1261,504,2
1262,523,2
1263,512,4
1264,508,2
1265,505,2
1266,505,1
1267,505,4
1268,505,3
1269,498,2
1270,498,1
1271,498,4
1272,498,3
1273,499,2
1274,499,1
1275,499,4
1276,499,3
1277,497,2
1278,497,1
1279,497,4
1280,497,3
1281,515,2
1282,519,2
1283,491,2
1284,517,2
1285,510,2
1286,510,1
1287,510,4
1288,510,3
1289,503,3
1290,494,3
1291,495,3
1292,513,4
1293,501,2
1294,509,2
1295,514,1
1296,493,2
1297,502,3
1298,507,3
1299,492,4
1300,506,3
1301,511,4
1302,518,2
1303,522,2
1304,520,2
1305,521,2
1306,496,4
1307,516,2
1308,500,3
1309,504,2
1310,523,2
1311,512,4
1312,508,2
1313,505,2
1314,505,1
1315,505,4
1316,505,3
1317,498,2
1318,498,1
1319,498,4
1320,498,3
1321,499,2
1322,499,1
1323,499,4
1324,499,3
1325,497,2
1326,497,1
1327,497,4
1328,497,3
1329,515,2
1330,519,2
1331,491,2
1332,517,2
1333,510,2
1334,510,1
1335,510,4
1336,510,3
1337,503,3
1338,494,3
1339,495,3
1340,513,4
1341,501,2
1342,509,2
1343,527,2
1344,549,4
1345,547,2
1346,547,1
1347,547,4
1348,547,3
1349,546,4
1350,550,3
1351,553,4
1352,525,2
1353,526,2
1354,558,1
1355,557,3
1356,556,3
1357,555,3
1358,554,3
1359,552,3
1360,529,2
1361,530,3
1362,545,4
1363,544,4
1364,543,4
1365,537,4
1366,536,4
1367,535,4
1368,538,4
1369,533,4
1370,532,4
1371,540,4
1372,534,4
1373,541,4
1374,539,4
1375,542,4
1376,531,4
1377,524,2
1378,528,2
1379,548,3
1380,527,2
1381,549,4
1382,547,2
1383,547,1
1384,547,4
1385,547,3
1386,546,4
1387,550,3
1388,553,4
1389,525,2
1390,526,2
1391,558,1
1392,557,3
1393,556,3
1394,555,3
1395,554,3
1396,552,3
1397,529,2
1398,530,3
1399,545,4
1400,544,4
1401,543,4
1402,537,4
1403,536,4
1404,535,4
1405,538,4
1406,533,4
1407,532,4
1408,540,4
1409,534,4
1410,541,4
1411,539,4
1412,542,4
1413,531,4
1414,524,2
1415,528,2
1416,548,3
1417,575,2
1418,590,2
1419,590,1
1420,590,4
1421,590,3
1422,581,2
1423,581,1
1424,581,4
1425,581,3
1426,560,3
1427,586,2
1428,586,1
1429,586,4
1430,586,3
1431,577,2
1432,585,2
1433,585,1
1434,585,4
1435,585,3
1436,584,2
1437,584,1
1438,584,4
1439,584,3
1440,583,2
1441,583,1
1442,583,4
1443,583,3
1444,567,3
1445,576,2
1446,580,2
1447,568,3
1448,559,4
1449,579,2
1450,591,2
1451,566,3
1452,565,3
1453,564,3
1454,569,1
1455,571,1
1456,570,1
1457,572,1
1458,573,1
1459,582,2
1460,582,1
1461,582,4
1462,582,3
1463,561,2
1464,574,2
1465,574,1
1466,574,4
1467,574,3
1468,589,2
1469,588,2
1470,587,2
1471,563,2
1472,562,2
1473,578,2
1474,578,1
1475,578,4
1476,578,3
1477,575,2
1478,590,2
1479,590,1
1480,590,4
1481,590,3
1482,581,2
1483,581,1
1484,581,4
1485,581,3
1486,560,3
1487,586,2
1488,586,1
1489,586,4
1490,586,3
1491,577,2
1492,585,2
1493,585,1
1494,585,4
1495,585,3
1496,584,2
1497,584,1
1498,584,4
1499,584,3
1500,583,2
1501,583,1
1502,583,4
1503,583,3
1504,567,3
1505,576,2
1506,580,2
1507,568,3
1508,559,4
1509,579,2
1510,591,2
1511,566,3
1512,565,3
1513,564,3
1514,569,1
1515,571,1
1516,570,1
1517,572,1
1518,573,1
1519,582,2
1520,582,1
1521,582,4
1522,582,3
1523,561,2
1524,574,2
1525,574,1
1526,574,4
1527,574,3
1528,589,2
1529,588,2
1530,587,2
1531,563,2
1532,562,2
1533,578,2
1534,578,1
1535,578,4
1536,578,3
1537,620,4
1538,600,2
1539,613,2
1540,612,1
1541,607,2
1542,607,1
1543,607,4
1544,607,3
1545,615,2
1546,617,2
1547,616,2
1548,618,2
1549,622,2
1550,626,2
1551,625,2
1552,604,4
1553,599,4
1554,593,4
1555,592,4
1556,606,2
1557,619,2
1558,609,3
1559,602,3
1560,595,3
1561,596,1
1562,601,1
1563,608,3
1564,605,1
1565,623,3
1566,624,3
1567,621,2
1568,597,4
1569,614,2
1570,598,3
1571,610,1
1572,603,3
1573,620,4
1574,600,2
1575,613,2
1576,612,1
1577,607,2
1578,607,1
1579,607,4
1580,607,3
1581,615,2
1582,617,2
1583,616,2
1584,618,2
1585,622,2
1586,626,2
1587,625,2
1588,604,4
1589,599,4
1590,593,4
1591,592,4
1592,606,2
1593,619,2
1594,609,3
1595,602,3
1596,595,3
1597,596,1
1598,601,1
1599,608,3
1600,605,1
1601,623,3
1602,624,3
1603,621,2
1604,597,4
1605,614,2
1606,598,3
1607,610,1
1608,603,3
1609,629,2
1610,640,2
1611,640,1
1612,640,4
1613,640,3
1614,627,2
1615,669,2
1616,667,2
1617,667,1
1618,667,4
1619,667,3
1620,653,2
1621,664,2
1622,643,2
1623,645,2
1624,646,2
1625,636,2
1626,672,2
1627,672,1
1628,672,4
1629,672,3
1630,644,4
1631,675,1
1632,630,2
1633,631,2
1634,647,2
1635,635,2
1636,676,3
1637,663,2
1638,628,2
1639,628,1
1640,628,4
1641,628,3
1642,637,2
1643,638,2
1644,639,2
1645,668,2
1646,674,2
1647,674,1
1648,674,4
1649,674,3
1650,641,2
1651,670,3
1652,642,4
1653,632,2
1654,632,1
1655,632,4
1656,632,3
1657,633,2
1658,633,1
1659,633,4
1660,633,3
1661,634,2
1662,634,1
1663,634,4
1664,634,3
1665,673,2
1666,673,1
1667,673,4
1668,673,3
1669,671,2
1670,671,1
1671,671,4
1672,671,3
1673,629,2
1674,640,2
1675,640,1
1676,640,4
1677,640,3
1678,627,2
1679,669,2
1680,667,2
1681,667,1
1682,667,4
1683,667,3
1684,653,2
1685,664,2
1686,643,2
1687,645,2
1688,646,2
1689,636,2
1690,672,2
1691,672,1
1692,672,4
1693,672,3
1694,644,4
1695,675,1
1696,630,2
1697,631,2
1698,647,2
1699,635,2
1700,676,3
1701,663,2
1702,628,2
1703,628,1
1704,628,4
1705,628,3
1706,637,2
1707,638,2
1708,639,2
1709,668,2
1710,674,2
1711,674,1
1712,674,4
1713,674,3
1714,641,2
1715,670,3
1716,642,4
1717,632,2
1718,632,1
1719,632,4
1720,632,3
1721,633,2
1722,633,1
1723,633,4
1724,633,3
1725,634,2
1726,634,1
1727,634,4
1728,634,3
1729,673,2
1730,673,1
1731,673,4
1732,673,3
1733,671,2
1734,671,1
1735,671,4
1736,671,3
1737,692,2
1738,692,1
1739,692,4
1740,692,3
1741,681,2
1742,681,1
1743,681,4
1744,681,3
1745,701,2
1746,700,2
1747,699,2
1748,686,2
1749,686,1
1750,686,4
1751,686,3
1752,702,2
1753,703,4
1754,677,2
1755,677,1
1756,677,4
1757,677,3
1758,694,2
1759,684,2
1760,684,1
1761,684,4
1762,684,3
1763,693,2
1764,693,1
1765,693,4
1766,693,3
1767,698,2
1768,678,2
1769,708,4
1770,707,4
1771,685,1
1772,680,1
1773,682,1
1774,710,2
1775,691,1
1776,690,1
1777,679,1
1778,705,4
1779,709,3
1780,706,4
1781,688,1
1782,696,2
1783,687,2
1784,683,1
1785,695,2
1786,697,2
1787,689,2
1788,689,1
1789,689,4
1790,689,3
1791,692,2
1792,692,1
1793,692,4
1794,692,3
1795,681,2
1796,681,1
1797,681,4
1798,681,3
1799,701,2
1800,700,2
1801,699,2
1802,686,2
1803,686,1
1804,686,4
1805,686,3
1806,702,2
1807,703,4
1808,677,2
1809,677,1
1810,677,4
1811,677,3
1812,694,2
1813,684,2
1814,684,1
1815,684,4
1816,684,3
1817,693,2
1818,693,1
1819,693,4
1820,693,3
1821,698,2
1822,678,2
1823,708,4
1824,707,4
1825,685,1
1826,680,1
1827,682,1
1828,710,2
1829,691,1
1830,690,1
1831,679,1
1832,705,4
1833,709,3
1834,706,4
1835,688,1
1836,696,2
1837,687,2
1838,683,1
1839,695,2
1840,697,2
1841,689,2
1842,689,1
1843,689,4
1844,689,3
1845,728,2
1846,721,2
1847,717,2
1848,716,2
1849,715,2
1850,742,2
1851,743,2
1852,729,2
1853,727,2
1854,730,2
1855,733,2
1856,739,1
1857,735,2
1858,741,1
1859,714,2
1860,726,2
1861,736,2
1862,744,2
1863,744,1
1864,740,2
1865,740,1
1866,740,4
1867,740,3
1868,734,2
1869,732,2
1870,731,2
1871,737,2
1872,738,2
1873,713,2
1874,712,2
1875,711,2
1876,722,2
1877,723,2
1878,724,2
1879,725,2
1880,718,2
1881,719,2
1882,720,2
1883,728,2
1884,721,2
1885,717,2
1886,716,2
1887,715,2
1888,742,2
1889,743,2
1890,729,2
1891,727,2
1892,730,2
1893,733,2
1894,739,1
1895,735,2
1896,741,1
1897,714,2
1898,726,2
1899,736,2
1900,744,2
1901,744,1
1902,740,2
1903,740,1
1904,740,4
1905,740,3
1906,734,2
1907,732,2
1908,731,2
1909,737,2
1910,738,2
1911,713,2
1912,712,2
1913,711,2
1914,722,2
1915,723,2
1916,724,2
1917,725,2
1918,718,2
1919,719,2
1920,720,2
1921,749,3
1922,747,2
1923,747,1
1924,747,4
1925,747,3
1926,757,2
1927,757,1
1928,757,4
1929,757,3
1930,758,2
1931,758,1
1932,758,4
1933,758,3
1934,769,2
1935,768,2
1936,767,2
1937,766,2
1938,765,2
1939,763,2
1940,755,2
1941,755,1
1942,755,4
1943,755,3
1944,772,4
1945,750,4
1946,773,4
1947,776,2
1948,774,2
1949,774,1
1950,774,4
1951,774,3
1952,770,3
1953,761,2
1954,762,2
1955,778,4
1956,754,1
1957,760,2
1958,744,4
1959,744,3
1960,745,2
1961,745,1
1962,745,4
1963,745,3
1964,746,2
1965,746,1
1966,746,4
1967,746,3
1968,775,2
1969,775,1
1970,775,4
1971,775,3
1972,780,3
1973,779,3
1974,764,2
1975,771,4
1976,751,2
1977,752,2
1978,777,4
1979,753,2
1980,749,3
1981,747,2
1982,747,1
1983,747,4
1984,747,3
1985,757,2
1986,757,1
1987,757,4
1988,757,3
1989,758,2
1990,758,1
1991,758,4
1992,758,3
1993,769,2
1994,768,2
1995,767,2
1996,766,2
1997,765,2
1998,763,2
1999,755,2
2000,755,1
2001,755,4
2002,755,3
2003,772,4
2004,750,4
2005,773,4
2006,776,2
2007,774,2
2008,774,1
2009,774,4
2010,774,3
2011,770,3
2012,761,2
2013,762,2
2014,778,4
2015,754,1
2016,760,2
2017,744,4
2018,744,3
2019,745,2
2020,745,1
2021,745,4
2022,745,3
2023,746,2
2024,746,1
2025,746,4
2026,746,3
2027,775,2
2028,775,1
2029,775,4
2030,775,3
2031,780,3
2032,779,3
2033,764,2
2034,771,4
2035,751,2
2036,752,2
2037,777,4
2038,753,2
2039,794,3
2040,806,1
2041,807,1
2042,810,1
2043,809,1
2044,811,1
2045,801,2
2046,801,1
2047,801,4
2048,801,3
2049,793,2
2050,781,2
2051,783,2
2052,783,1
2053,783,4
2054,783,3
2055,784,2
2056,784,1
2057,784,4
2058,784,3
2059,790,3
2060,798,3
2061,791,3
2062,796,3
2063,788,3
2064,787,3
2065,792,3
2066,804,3
2067,800,3
2068,789,3
2069,785,2
2070,785,1
2071,785,4
2072,785,3
2073,782,2
2074,812,1
2075,808,1
2076,797,1
2077,813,1
2078,786,2
2079,803,2
2080,803,1
2081,803,4
2082,803,3
2083,802,2
2084,802,1
2085,802,4
2086,802,3
2087,805,3
2088,799,3
2089,815,1
2090,814,1
2091,794,3
2092,806,1
2093,807,1
2094,810,1
2095,809,1
2096,811,1
2097,801,2
2098,801,1
2099,801,4
2100,801,3
2101,793,2
2102,781,2
2103,783,2
2104,783,1
2105,783,4
2106,783,3
2107,784,2
2108,784,1
2109,784,4
2110,784,3
2111,790,3
2112,798,3
2113,791,3
2114,796,3
2115,788,3
2116,787,3
2117,792,3
2118,804,3
2119,800,3
2120,789,3
2121,785,2
2122,785,1
2123,785,4
2124,785,3
2125,782,2
2126,812,1
2127,808,1
2128,797,1
2129,813,1
2130,786,2
2131,803,2
2132,803,1
2133,803,4
2134,803,3
2135,802,2
2136,802,1
