id,bsf_scheme_id,bsf_sector_id
2134,831,12
2135,831,7
2136,831,13
2137,831,14
2138,831,4
2139,831,8
2140,831,3
2141,831,16
2142,831,17
2143,831,9
2144,831,15
2145,831,10
2146,831,5
2147,831,11
2148,831,2
2149,837,13
2150,837,14
2151,837,4
2152,837,8
2153,837,3
2154,837,10
2155,837,2
2156,838,12
2157,838,13
2158,838,14
2159,838,3
2160,838,9
2161,838,15
2162,838,11
2163,842,6
2164,842,12
2165,842,7
2166,842,4
2167,842,8
2168,842,3
2169,842,9
2170,842,10
2171,842,5
2172,842,11
2173,842,2
2174,839,6
2175,839,12
2176,839,7
2177,839,13
2178,839,14
2179,839,4
2180,839,8
2181,839,3
2182,839,16
2183,839,17
2184,839,9
2185,839,15
2186,839,10
2187,839,5
2188,839,11
2189,839,2
2190,836,6
2191,836,12
2192,836,7
2193,836,13
2194,836,14
2195,836,4
2196,836,8
2197,836,3
2198,836,16
2199,836,17
2200,836,9
2201,836,15
2202,836,10
2203,835,6
2204,835,12
2205,835,7
2206,835,13
2207,835,14
2208,835,4
2209,835,8
2210,835,3
2211,835,16
2212,835,17
2213,835,9
2214,835,15
2215,835,10
2216,834,6
2217,834,12
2218,834,7
2219,834,13
2220,834,14
2221,834,4
2222,834,8
2223,834,3
2224,834,16
2225,834,17
2226,834,9
2227,834,15
2228,834,10
2229,833,6
2230,833,12
2231,833,7
2232,833,13
2233,833,14
2234,833,4
2235,833,8
2236,833,3
2237,833,16
2238,833,17
2239,833,9
2240,833,15
2241,833,10
2242,832,16
2243,832,17
2244,837,13
2245,837,14
2246,837,4
2247,837,8
2248,837,3
2249,837,10
2250,837,2
2251,838,12
2252,838,13
2253,838,14
2254,838,3
2255,838,9
2256,838,15
2257,838,11
2258,842,6
2259,842,12
2260,842,7
2261,842,4
2262,842,8
2263,842,3
2264,842,9
2265,842,10
2266,842,5
2267,842,11
2268,842,2
2269,839,6
2270,839,12
2271,839,7
2272,839,13
2273,839,14
2274,839,4
2275,839,8
2276,839,3
2277,839,16
2278,839,17
2279,839,9
2280,839,15
2281,839,10
2282,839,5
2283,839,11
2284,839,2
2285,836,6
2286,836,12
2287,836,7
2288,836,13
2289,836,14
2290,836,4
2291,836,8
2292,836,3
2293,836,16
2294,836,17
2295,836,9
2296,836,15
2297,836,10
2298,835,6
2299,835,12
2300,835,7
2301,835,13
2302,835,14
2303,835,4
2304,835,8
2305,835,3
2306,835,16
2307,835,17
2308,835,9
2309,835,15
2310,835,10
2311,834,6
2312,834,12
2313,834,7
2314,834,13
2315,834,14
2316,834,4
2317,834,8
2318,834,3
2319,834,16
2320,834,17
2321,834,9
2322,834,15
2323,834,10
2324,833,6
2325,833,12
2326,833,7
2327,833,13
2328,833,14
2329,833,4
2330,833,8
2331,833,3
2332,833,16
2333,833,17
2334,833,9
2335,833,15
2336,833,10
2337,832,16
2338,832,17
2339,842,13
2340,842,14
2341,842,16
2342,842,17
2343,842,15
2344,849,6
2345,849,12
2346,849,7
2347,849,13
2348,849,14
2349,849,4
2350,849,8
2351,849,3
2352,849,16
2353,849,17
2354,849,9
2355,849,15
2356,849,10
2357,849,5
2358,849,11
2359,849,2
2360,852,6
2361,852,7
2362,852,4
2363,852,8
2364,852,3
2365,852,9
2366,852,5
2367,852,2
2368,848,6
2369,848,12
2370,848,7
2371,848,13
2372,848,14
2373,848,4
2374,848,8
2375,848,3
2376,848,16
2377,848,17
2378,848,9
2379,848,15
2380,848,10
2381,848,5
2382,848,11
2383,848,2
2384,850,6
2385,850,12
2386,850,7
2387,850,13
2388,850,14
2389,850,4
2390,850,8
2391,850,3
2392,850,16
2393,850,17
2394,850,9
2395,850,15
2396,850,10
2397,850,5
2398,850,11
2399,850,2
2400,851,6
2401,851,12
2402,851,7
2403,851,13
2404,851,14
2405,851,4
2406,851,8
2407,851,3
2408,851,16
2409,851,17
2410,851,9
2411,851,15
2412,851,10
2413,851,5
2414,851,11
2415,851,2
2416,847,6
2417,847,12
2418,847,7
2419,847,13
2420,847,14
2421,847,4
2422,847,8
2423,847,3
2424,847,16
2425,847,17
2426,847,9
2427,847,15
2428,847,10
2429,847,5
2430,847,11
2431,847,2
2432,846,12
2433,846,7
2434,846,13
2435,846,14
2436,846,4
2437,846,8
2438,846,3
2439,846,16
2440,846,9
2441,846,15
2442,846,10
2443,846,5
2444,846,11
2445,843,6
2446,843,12
2447,843,7
2448,843,13
2449,843,14
2450,843,4
2451,843,8
2452,843,3
2453,843,16
2454,843,17
2455,843,9
2456,843,15
2457,843,10
2458,843,5
2459,843,11
2460,843,2
2461,842,13
2462,842,14
2463,842,16
2464,842,17
2465,842,15
2466,849,6
2467,849,12
2468,849,7
2469,849,13
2470,849,14
2471,849,4
2472,849,8
2473,849,3
2474,849,16
2475,849,17
2476,849,9
2477,849,15
2478,849,10
2479,849,5
2480,849,11
2481,849,2
2482,852,6
2483,852,7
2484,852,4
2485,852,8
2486,852,3
2487,852,9
2488,852,5
2489,852,2
2490,848,6
2491,848,12
2492,848,7
2493,848,13
2494,848,14
2495,848,4
2496,848,8
2497,848,3
2498,848,16
2499,848,17
2500,848,9
2501,848,15
2502,848,10
2503,848,5
2504,848,11
2505,848,2
2506,850,6
2507,850,12
2508,850,7
2509,850,13
2510,850,14
2511,850,4
2512,850,8
2513,850,3
2514,850,16
2515,850,17
2516,850,9
2517,850,15
2518,850,10
2519,850,5
2520,850,11
2521,850,2
2522,851,6
2523,851,12
2524,851,7
2525,851,13
2526,851,14
2527,851,4
2528,851,8
2529,851,3
2530,851,16
2531,851,17
2532,851,9
2533,851,15
2534,851,10
2535,851,5
2536,851,11
2537,851,2
2538,847,6
2539,847,12
2540,847,7
2541,847,13
2542,847,14
2543,847,4
2544,847,8
2545,847,3
2546,847,16
2547,847,17
2548,847,9
2549,847,15
2550,847,10
2551,847,5
2552,847,11
2553,847,2
2554,846,12
2555,846,7
2556,846,13
2557,846,14
2558,846,4
2559,846,8
2560,846,3
2561,846,16
2562,846,9
2563,846,15
2564,846,10
2565,846,5
2566,846,11
2567,843,6
2568,843,12
2569,843,7
2570,843,13
2571,843,14
2572,843,4
2573,843,8
2574,843,3
2575,843,16
2576,843,17
2577,843,9
2578,843,15
2579,843,10
2580,843,5
2581,843,11
2582,843,2
2583,852,12
2584,852,13
2585,852,14
2586,852,16
2587,852,17
2588,852,15
2589,852,10
2590,852,11
2591,853,12
2592,853,7
2593,853,14
2594,853,4
2595,853,8
2596,853,3
2597,853,9
2598,853,15
2599,853,10
2600,854,12
2601,854,7
2602,854,14
2603,854,4
2604,854,8
2605,854,3
2606,854,16
2607,854,9
2608,854,15
2609,854,10
2610,854,5
2611,855,12
2612,855,7
2613,855,14
2614,855,4
2615,855,8
2616,855,3
2617,855,9
2618,855,15
2619,855,5
2620,855,11
2621,856,6
2622,856,12
2623,856,7
2624,856,13
2625,856,14
2626,856,4
2627,856,8
2628,856,3
2629,856,16
2630,856,17
2631,856,9
2632,856,15
2633,856,10
2634,856,5
2635,856,11
2636,856,2
2637,859,6
2638,859,12
2639,859,7
2640,859,13
2641,859,14
2642,859,4
2643,859,8
2644,859,3
2645,859,16
2646,859,17
2647,859,9
2648,859,15
2649,859,10
2650,859,5
2651,859,11
2652,859,2
2653,861,12
2654,861,7
2655,861,14
2656,861,4
2657,861,8
2658,861,3
2659,861,16
2660,861,17
2661,861,9
2662,861,15
2663,861,10
2664,861,5
2665,861,2
2666,857,6
2667,857,12
2668,857,7
2669,857,13
2670,857,14
2671,857,4
2672,857,8
2673,857,3
2674,857,16
2675,857,17
2676,857,9
2677,857,15
2678,857,10
2679,857,5
2680,857,11
2681,857,2
2682,858,6
2683,858,12
2684,858,7
2685,858,13
2686,858,14
2687,858,4
2688,858,8
2689,858,3
2690,858,16
2691,858,17
2692,858,9
2693,858,15
2694,858,10
2695,858,5
2696,858,11
2697,858,2
2698,852,12
2699,852,13
2700,852,14
2701,852,16
2702,852,17
2703,852,15
2704,852,10
2705,852,11
2706,853,12
2707,853,7
2708,853,14
2709,853,4
2710,853,8
2711,853,3
2712,853,9
2713,853,15
2714,853,10
2715,854,12
2716,854,7
2717,854,14
2718,854,4
2719,854,8
2720,854,3
2721,854,16
2722,854,9
2723,854,15
2724,854,10
2725,854,5
2726,855,12
2727,855,7
2728,855,14
2729,855,4
2730,855,8
2731,855,3
2732,855,9
2733,855,15
2734,855,5
2735,855,11
2736,856,6
2737,856,12
2738,856,7
2739,856,13
2740,856,14
2741,856,4
2742,856,8
2743,856,3
2744,856,16
2745,856,17
2746,856,9
2747,856,15
2748,856,10
2749,856,5
2750,856,11
2751,856,2
2752,859,6
2753,859,12
2754,859,7
2755,859,13
2756,859,14
2757,859,4
2758,859,8
2759,859,3
2760,859,16
2761,859,17
2762,859,9
2763,859,15
2764,859,10
2765,859,5
2766,859,11
2767,859,2
2768,861,12
2769,861,7
2770,861,14
2771,861,4
2772,861,8
2773,861,3
2774,861,16
2775,861,17
2776,861,9
2777,861,15
2778,861,10
2779,861,5
2780,861,2
2781,857,6
2782,857,12
2783,857,7
2784,857,13
2785,857,14
2786,857,4
2787,857,8
2788,857,3
2789,857,16
2790,857,17
2791,857,9
2792,857,15
2793,857,10
2794,857,5
2795,857,11
2796,857,2
2797,858,6
2798,858,12
2799,858,7
2800,858,13
2801,858,14
2802,858,4
2803,858,8
2804,858,3
2805,858,16
2806,858,17
2807,858,9
2808,858,15
2809,858,10
2810,858,5
2811,858,11
2812,858,2
2813,863,6
2814,863,12
2815,863,7
2816,863,13
2817,863,14
2818,863,4
2819,863,8
2820,863,3
2821,863,16
2822,863,17
2823,863,9
2824,863,15
2825,863,10
2826,863,5
2827,863,11
2828,863,2
2829,864,6
2830,864,12
2831,864,7
2832,864,13
2833,864,14
2834,864,4
2835,864,8
2836,864,3
2837,864,16
2838,864,17
2839,864,9
2840,864,15
2841,864,10
2842,864,5
2843,864,11
2844,864,2
2845,866,6
2846,866,12
2847,866,7
2848,866,13
2849,866,14
2850,866,8
2851,866,3
2852,866,9
2853,866,15
2854,866,10
2855,866,11
2856,867,3
2857,867,15
2858,868,6
2859,868,12
2860,868,7
2861,868,13
2862,868,14
2863,868,4
2864,868,8
2865,868,3
2866,868,16
2867,868,17
2868,868,9
2869,868,15
2870,868,10
2871,868,5
2872,868,11
2873,868,2
2874,869,15
2875,870,6
2876,870,12
2877,870,7
2878,870,13
2879,870,14
2880,870,4
2881,870,8
2882,870,3
2883,870,16
2884,870,17
2885,870,9
2886,870,15
2887,870,10
2888,870,5
2889,870,11
2890,870,2
2891,871,12
2892,871,7
2893,871,13
2894,871,14
2895,871,4
2896,871,8
2897,871,3
2898,871,17
2899,871,9
2900,871,15
2901,871,10
2902,871,5
2903,871,11
2904,871,2
2905,872,3
2906,872,2
2907,865,6
2908,865,12
2909,865,7
2910,865,13
2911,865,14
2912,865,4
2913,865,8
2914,865,3
2915,865,16
2916,865,17
2917,865,9
2918,865,15
2919,865,10
2920,865,5
2921,865,11
2922,865,2
2923,863,6
2924,863,12
2925,863,7
2926,863,13
2927,863,14
2928,863,4
2929,863,8
2930,863,3
2931,863,16
2932,863,17
2933,863,9
2934,863,15
2935,863,10
2936,863,5
2937,863,11
2938,863,2
2939,864,6
2940,864,12
2941,864,7
2942,864,13
2943,864,14
2944,864,4
2945,864,8
2946,864,3
2947,864,16
2948,864,17
2949,864,9
2950,864,15
2951,864,10
2952,864,5
2953,864,11
2954,864,2
2955,866,6
2956,866,12
2957,866,7
2958,866,13
2959,866,14
2960,866,8
2961,866,3
2962,866,9
2963,866,15
2964,866,10
2965,866,11
2966,867,3
2967,867,15
2968,868,6
2969,868,12
2970,868,7
2971,868,13
2972,868,14
2973,868,4
2974,868,8
2975,868,3
2976,868,16
2977,868,17
2978,868,9
2979,868,15
2980,868,10
2981,868,5
2982,868,11
2983,868,2
2984,869,15
2985,870,6
2986,870,12
2987,870,7
2988,870,13
2989,870,14
2990,870,4
2991,870,8
2992,870,3
2993,870,16
2994,870,17
2995,870,9
2996,870,15
2997,870,10
2998,870,5
2999,870,11
3000,870,2
3001,871,12
3002,871,7
3003,871,13
3004,871,14
3005,871,4
3006,871,8
3007,871,3
3008,871,17
3009,871,9
3010,871,15
3011,871,10
3012,871,5
3013,871,11
3014,871,2
3015,872,3
3016,872,2
3017,865,6
3018,865,12
3019,865,7
3020,865,13
3021,865,14
3022,865,4
3023,865,8
3024,865,3
3025,865,16
3026,865,17
3027,865,9
3028,865,15
3029,865,10
3030,865,5
3031,865,11
3032,865,2
3033,872,12
3034,872,7
3035,872,13
3036,872,14
3037,872,4
3038,872,8
3039,872,17
3040,872,9
3041,872,15
3042,872,10
3043,872,5
3044,872,11
3045,876,12
3046,876,7
3047,876,4
3048,876,8
3049,876,3
3050,876,17
3051,876,9
3052,876,15
3053,876,10
3054,876,5
3055,876,11
3056,876,2
3057,879,6
3058,879,12
3059,879,7
3060,879,13
3061,879,14
3062,879,4
3063,879,8
3064,879,3
3065,879,16
3066,879,17
3067,879,9
3068,879,15
3069,879,10
3070,879,5
3071,879,11
3072,879,2
3073,881,6
3074,881,12
3075,881,7
3076,881,13
3077,881,14
3078,881,4
3079,881,8
3080,881,3
3081,881,16
3082,881,17
3083,881,9
3084,881,15
3085,881,10
3086,881,5
3087,881,11
3088,881,2
3089,878,6
3090,878,12
3091,878,7
3092,878,13
3093,878,14
3094,878,4
3095,878,8
3096,878,3
3097,878,16
3098,878,17
3099,878,9
3100,878,15
3101,878,10
3102,878,5
3103,878,11
3104,878,2
3105,872,12
3106,872,7
3107,872,13
3108,872,14
3109,872,4
3110,872,8
3111,872,17
3112,872,9
3113,872,15
3114,872,10
3115,872,5
3116,872,11
3117,876,12
3118,876,7
3119,876,4
3120,876,8
3121,876,3
3122,876,17
3123,876,9
3124,876,15
3125,876,10
3126,876,5
3127,876,11
3128,876,2
3129,879,6
3130,879,12
3131,879,7
3132,879,13
3133,879,14
3134,879,4
3135,879,8
3136,879,3
3137,879,16
3138,879,17
3139,879,9
3140,879,15
3141,879,10
3142,879,5
3143,879,11
3144,879,2
3145,881,6
3146,881,12
3147,881,7
3148,881,13
3149,881,14
3150,881,4
3151,881,8
3152,881,3
3153,881,16
3154,881,17
3155,881,9
3156,881,15
3157,881,10
3158,881,5
3159,881,11
3160,881,2
3161,878,6
3162,878,12
3163,878,7
3164,878,13
3165,878,14
3166,878,4
3167,878,8
3168,878,3
3169,878,16
3170,878,17
3171,878,9
3172,878,15
3173,878,10
3174,878,5
3175,878,11
3176,878,2
3177,882,6
3178,882,12
3179,882,7
3180,882,13
3181,882,14
3182,882,4
3183,882,8
3184,882,3
3185,882,16
3186,882,17
3187,882,9
3188,882,15
3189,882,10
3190,882,5
3191,882,11
3192,882,2
3193,883,7
3194,885,6
3195,885,12
3196,885,7
3197,885,13
3198,885,14
3199,885,4
3200,885,8
3201,885,3
3202,885,16
3203,885,17
3204,885,9
3205,885,15
3206,885,10
3207,885,11
3208,886,6
3209,886,12
3210,886,4
3211,886,8
3212,886,3
3213,886,9
3214,886,15
3215,886,5
3216,887,12
3217,887,7
3218,887,13
3219,887,14
3220,887,4
3221,887,8
3222,887,3
3223,887,17
3224,887,9
3225,887,15
3226,887,5
3227,890,12
3228,890,7
3229,890,14
3230,890,8
3231,890,3
3232,890,9
3233,892,6
3234,892,12
3235,892,7
3236,892,13
3237,892,14
3238,892,4
3239,892,8
3240,892,3
3241,892,9
3242,892,10
3243,892,5
3244,892,11
3245,882,6
3246,882,12
3247,882,7
3248,882,13
3249,882,14
3250,882,4
3251,882,8
3252,882,3
3253,882,16
3254,882,17
3255,882,9
3256,882,15
3257,882,10
3258,882,5
3259,882,11
3260,882,2
3261,883,7
3262,885,6
3263,885,12
3264,885,7
3265,885,13
3266,885,14
3267,885,4
3268,885,8
3269,885,3
3270,885,16
3271,885,17
3272,885,9
3273,885,15
3274,885,10
3275,885,11
3276,886,6
3277,886,12
3278,886,4
3279,886,8
3280,886,3
3281,886,9
3282,886,15
3283,886,5
3284,887,12
3285,887,7
3286,887,13
3287,887,14
3288,887,4
3289,887,8
3290,887,3
3291,887,17
3292,887,9
3293,887,15
3294,887,5
3295,890,12
3296,890,7
3297,890,14
3298,890,8
3299,890,3
3300,890,9
3301,892,6
3302,892,12
3303,892,7
3304,892,13
3305,892,14
3306,892,4
3307,892,8
3308,892,3
3309,892,9
3310,892,10
3311,892,5
3312,892,11
3313,892,16
3314,892,17
3315,892,15
3316,893,8
3317,893,3
3318,893,9
3319,896,12
3320,896,7
3321,896,14
3322,896,8
3323,896,3
3324,896,9
3325,896,15
3326,897,12
3327,897,7
3328,897,14
3329,897,8
3330,897,3
3331,897,16
3332,897,9
3333,897,15
3334,897,10
3335,898,12
3336,898,7
3337,898,14
3338,898,8
3339,898,3
3340,898,16
3341,898,9
3342,898,15
3343,898,10
3344,898,11
3345,899,12
3346,899,7
3347,899,14
3348,899,8
3349,899,3
3350,899,16
3351,899,9
3352,899,15
3353,899,10
3354,899,11
3355,900,12
3356,900,7
3357,900,14
3358,900,8
3359,900,3
3360,900,16
3361,900,9
3362,900,15
3363,900,10
3364,900,11
3365,892,16
3366,892,17
3367,892,15
3368,893,8
3369,893,3
3370,893,9
3371,896,12
3372,896,7
3373,896,14
3374,896,8
3375,896,3
3376,896,9
3377,896,15
3378,897,12
3379,897,7
3380,897,14
3381,897,8
3382,897,3
3383,897,16
3384,897,9
3385,897,15
3386,897,10
3387,898,12
3388,898,7
3389,898,14
3390,898,8
3391,898,3
3392,898,16
3393,898,9
3394,898,15
3395,898,10
3396,898,11
3397,899,12
3398,899,7
3399,899,14
3400,899,8
3401,899,3
3402,899,16
3403,899,9
3404,899,15
3405,899,10
3406,899,11
3407,900,12
3408,900,7
3409,900,14
3410,900,8
3411,900,3
3412,900,16
3413,900,9
3414,900,15
3415,900,10
3416,900,11
3417,905,6
3418,905,12
3419,905,7
3420,905,13
3421,905,14
3422,905,4
3423,905,8
3424,905,3
3425,905,17
3426,905,9
3427,905,15
3428,905,10
3429,905,5
3430,905,11
3431,905,2
3432,1024,6
3433,1024,4
3434,1024,8
3435,1024,3
3436,1024,5
3437,1024,2
3438,1025,6
3439,1025,12
3440,1025,7
3441,1025,14
3442,1025,4
3443,1025,8
3444,1025,3
3445,1025,9
3446,1025,15
3447,1025,10
3448,1025,5
3449,1025,11
3450,905,6
3451,905,12
3452,905,7
3453,905,13
3454,905,14
3455,905,4
3456,905,8
3457,905,3
3458,905,17
3459,905,9
3460,905,15
3461,905,10
3462,905,5
3463,905,11
3464,905,2
3465,1024,6
3466,1024,4
3467,1024,8
3468,1024,3
3469,1024,5
3470,1024,2
3471,1025,6
3472,1025,12
3473,1025,7
3474,1025,14
3475,1025,4
3476,1025,8
3477,1025,3
3478,1025,9
3479,1025,15
3480,1025,10
3481,1025,5
3482,1025,11
